Local time,Ask,Bid,AskVolume,BidVolume,Change %
27.01.2020 14:20:41.568 GMT-0500,87.713,87.617,0.002,0.002,
27.01.2020 14:20:43.688 GMT-0500,87.712,87.617,0.0008,0.002,
27.01.2020 14:20:43.859 GMT-0500,87.692,87.617,0.0008,0.002,
27.01.2020 14:20:44.354 GMT-0500,87.682,87.618,0.0008,0.002,
27.01.2020 14:20:45.602 GMT-0500,87.692,87.618,0.002,0.002,
27.01.2020 14:20:46.268 GMT-0500,87.693,87.617,0.002,0.002,
27.01.2020 14:20:47.045 GMT-0500,87.713,87.617,0.002,0.002,
27.01.2020 14:20:51.091 GMT-0500,87.692,87.617,0.0008,0.002,
27.01.2020 14:20:51.875 GMT-0500,87.693,87.617,0.0008,0.002,
27.01.2020 14:20:51.926 GMT-0500,87.712,87.618,0.0008,0.0008,
27.01.2020 14:20:55.547 GMT-0500,87.713,87.617,0.002,0.002,
27.01.2020 14:21:00.122 GMT-0500,87.712,87.618,0.0008,0.0008,
27.01.2020 14:21:01.398 GMT-0500,87.713,87.617,0.002,0.002,
27.01.2020 14:21:09.192 GMT-0500,87.673,87.597,0.0008,0.002,
27.01.2020 14:21:09.242 GMT-0500,87.672,87.597,0.0008,0.002,
27.01.2020 14:21:10.029 GMT-0500,87.712,87.597,0.0008,0.002,
27.01.2020 14:21:11.552 GMT-0500,87.673,87.597,0.0008,0.002,
27.01.2020 14:21:11.930 GMT-0500,87.643,87.577,0.0008,0.002,
27.01.2020 14:21:11.980 GMT-0500,87.642,87.577,0.0008,0.002,
27.01.2020 14:21:15.501 GMT-0500,87.633,87.577,0.0008,0.0008,
27.01.2020 14:21:15.552 GMT-0500,87.662,87.558,0.002,0.002,
27.01.2020 14:21:16.023 GMT-0500,87.623,87.557,0.002,0.002,
27.01.2020 14:21:16.073 GMT-0500,87.632,87.557,0.0008,0.002,
27.01.2020 14:21:18.423 GMT-0500,87.633,87.567,0.002,0.002,
27.01.2020 14:21:19.186 GMT-0500,87.632,87.558,0.0008,0.002,
27.01.2020 14:21:19.237 GMT-0500,87.632,87.558,0.0008,0.0008,
27.01.2020 14:21:22.574 GMT-0500,87.632,87.558,0.002,0.002,
27.01.2020 14:21:22.675 GMT-0500,87.662,87.588,0.002,0.002,
27.01.2020 14:21:22.848 GMT-0500,87.663,87.577,0.002,0.002,
27.01.2020 14:21:24.293 GMT-0500,87.663,87.567,0.002,0.002,
27.01.2020 14:21:25.454 GMT-0500,87.622,87.567,0.0008,0.002,
27.01.2020 14:21:31.447 GMT-0500,87.603,87.567,0.002,0.002,
27.01.2020 14:21:31.590 GMT-0500,87.622,87.568,0.002,0.002,
27.01.2020 14:21:38.237 GMT-0500,87.613,87.567,0.0008,0.002,
27.01.2020 14:21:42.234 GMT-0500,87.593,87.527,0.0008,0.002,
27.01.2020 14:21:42.284 GMT-0500,87.592,87.527,0.0008,0.002,
27.01.2020 14:21:42.411 GMT-0500,87.602,87.528,0.002,0.002,
27.01.2020 14:21:43.090 GMT-0500,87.603,87.527,0.002,0.002,
27.01.2020 14:21:43.793 GMT-0500,87.602,87.517,0.0008,0.002,
27.01.2020 14:21:44.361 GMT-0500,87.582,87.517,0.0008,0.002,
27.01.2020 14:21:44.462 GMT-0500,87.612,87.517,0.0008,0.002,
27.01.2020 14:21:44.618 GMT-0500,87.612,87.517,0.0008,0.002,
27.01.2020 14:21:45.071 GMT-0500,87.563,87.527,0.0008,0.002,
27.01.2020 14:21:45.122 GMT-0500,87.593,87.527,0.002,0.002,
27.01.2020 14:21:45.364 GMT-0500,87.592,87.478,0.0008,0.002,
27.01.2020 14:21:45.474 GMT-0500,87.592,87.478,0.002,0.002,
27.01.2020 14:21:46.498 GMT-0500,87.572,87.478,0.0008,0.002,
27.01.2020 14:21:46.599 GMT-0500,87.552,87.487,0.0008,0.002,
27.01.2020 14:21:46.649 GMT-0500,87.573,87.487,0.002,0.002,
27.01.2020 14:21:47.045 GMT-0500,87.572,87.477,0.0008,0.002,
27.01.2020 14:21:51.005 GMT-0500,87.573,87.477,0.002,0.002,
27.01.2020 14:21:52.950 GMT-0500,87.572,87.478,0.0008,0.0008,
27.01.2020 14:22:01.169 GMT-0500,87.562,87.478,0.0008,0.0008,
27.01.2020 14:22:03.148 GMT-0500,87.553,87.477,0.0008,0.002,
27.01.2020 14:22:07.940 GMT-0500,87.543,87.437,0.0008,0.002,
27.01.2020 14:22:07.990 GMT-0500,87.542,87.448,0.002,0.002,
27.01.2020 14:22:08.151 GMT-0500,87.563,87.477,0.002,0.002,
27.01.2020 14:22:08.706 GMT-0500,87.552,87.478,0.0008,0.0008,
27.01.2020 14:22:28.124 GMT-0500,87.552,87.517,0.0008,0.0008,
27.01.2020 14:22:28.886 GMT-0500,87.553,87.487,0.002,0.002,
27.01.2020 14:22:31.193 GMT-0500,87.552,87.488,0.0008,0.0008,
27.01.2020 14:22:31.977 GMT-0500,87.552,87.478,0.0008,0.002,
27.01.2020 14:22:32.028 GMT-0500,87.552,87.478,0.0008,0.0008,
27.01.2020 14:22:35.788 GMT-0500,87.543,87.477,0.0008,0.002,
27.01.2020 14:22:44.026 GMT-0500,87.542,87.478,0.0008,0.0008,
27.01.2020 14:22:45.153 GMT-0500,87.542,87.447,0.0008,0.002,
27.01.2020 14:22:45.890 GMT-0500,87.542,87.438,0.0008,0.0008,
27.01.2020 14:22:46.012 GMT-0500,87.543,87.477,0.002,0.002,
27.01.2020 14:22:46.531 GMT-0500,87.542,87.478,0.0008,0.0008,
27.01.2020 14:22:52.177 GMT-0500,87.532,87.478,0.0008,0.0008,
27.01.2020 14:22:52.227 GMT-0500,87.532,87.458,0.002,0.002,
27.01.2020 14:22:52.522 GMT-0500,87.542,87.458,0.002,0.002,
27.01.2020 14:22:52.687 GMT-0500,87.542,87.517,0.0008,0.0008,
27.01.2020 14:22:52.737 GMT-0500,87.592,87.528,0.002,0.002,
27.01.2020 14:22:53.283 GMT-0500,87.563,87.528,0.0008,0.0008,
27.01.2020 14:22:55.882 GMT-0500,87.562,87.508,0.0008,0.002,
27.01.2020 14:22:55.933 GMT-0500,87.562,87.508,0.0008,0.0008,
27.01.2020 14:22:59.999 GMT-0500,87.563,87.507,0.002,0.002,
27.01.2020 14:23:18.476 GMT-0500,87.562,87.508,0.0008,0.0008,
27.01.2020 14:23:28.110 GMT-0500,87.563,87.537,0.002,0.0008,
27.01.2020 14:23:39.636 GMT-0500,87.553,87.507,0.002,0.002,
27.01.2020 14:23:42.296 GMT-0500,87.553,87.508,0.0008,0.0008,
27.01.2020 14:23:43.573 GMT-0500,87.553,87.507,0.002,0.0008,
27.01.2020 14:23:49.613 GMT-0500,87.532,87.458,0.0008,0.002,
27.01.2020 14:23:49.713 GMT-0500,87.542,87.457,0.0008,0.002,
27.01.2020 14:23:50.400 GMT-0500,87.542,87.447,0.0008,0.002,
27.01.2020 14:23:52.941 GMT-0500,87.542,87.457,0.0008,0.002,
27.01.2020 14:23:53.077 GMT-0500,87.543,87.457,0.002,0.002,
27.01.2020 14:23:53.737 GMT-0500,87.542,87.448,0.0008,0.002,
27.01.2020 14:23:53.787 GMT-0500,87.542,87.448,0.002,0.002,
27.01.2020 14:23:55.368 GMT-0500,87.552,87.448,0.002,0.002,
27.01.2020 14:23:57.197 GMT-0500,87.542,87.448,0.0008,0.002,
27.01.2020 14:24:01.132 GMT-0500,87.542,87.498,0.0008,0.0008,
27.01.2020 14:24:02.029 GMT-0500,87.542,87.448,0.0008,0.0008,
27.01.2020 14:24:03.133 GMT-0500,87.543,87.457,0.002,0.0008,
27.01.2020 14:24:03.296 GMT-0500,87.542,87.457,0.0008,0.002,
27.01.2020 14:24:03.963 GMT-0500,87.542,87.447,0.0008,0.002,
27.01.2020 14:24:04.771 GMT-0500,87.542,87.457,0.0008,0.0008,
27.01.2020 14:24:05.021 GMT-0500,87.542,87.458,0.0008,0.0008,
27.01.2020 14:24:05.511 GMT-0500,87.542,87.448,0.0008,0.002,
27.01.2020 14:24:05.562 GMT-0500,87.542,87.448,0.002,0.002,
27.01.2020 14:24:07.505 GMT-0500,87.542,87.457,0.0008,0.0008,
27.01.2020 14:24:07.698 GMT-0500,87.542,87.458,0.0008,0.0008,
27.01.2020 14:24:08.229 GMT-0500,87.542,87.448,0.002,0.002,
27.01.2020 14:24:09.710 GMT-0500,87.542,87.448,0.0008,0.002,
27.01.2020 14:24:10.078 GMT-0500,87.542,87.478,0.002,0.002,
27.01.2020 14:24:18.523 GMT-0500,87.542,87.507,0.0008,0.0008,
27.01.2020 14:24:24.764 GMT-0500,87.542,87.508,0.0008,0.0008,
27.01.2020 14:24:25.937 GMT-0500,87.543,87.507,0.002,0.002,
27.01.2020 14:24:28.190 GMT-0500,87.542,87.518,0.002,0.002,
27.01.2020 14:24:28.944 GMT-0500,87.542,87.498,0.0008,0.0008,
27.01.2020 14:24:33.616 GMT-0500,87.543,87.497,0.002,0.002,
27.01.2020 14:24:40.384 GMT-0500,87.542,87.498,0.0008,0.0008,
27.01.2020 14:24:45.557 GMT-0500,87.543,87.497,0.002,0.002,
27.01.2020 14:24:48.954 GMT-0500,87.542,87.498,0.0008,0.0008,
27.01.2020 14:24:49.437 GMT-0500,87.543,87.497,0.002,0.002,
27.01.2020 14:24:52.842 GMT-0500,87.542,87.498,0.0008,0.0008,
27.01.2020 14:24:53.268 GMT-0500,87.533,87.498,0.0008,0.0008,
27.01.2020 14:24:56.300 GMT-0500,87.533,87.497,0.0008,0.002,
27.01.2020 14:24:56.384 GMT-0500,87.542,87.497,0.0008,0.002,
27.01.2020 14:24:59.639 GMT-0500,87.543,87.497,0.002,0.002,
27.01.2020 14:24:59.774 GMT-0500,87.542,87.498,0.002,0.002,
27.01.2020 14:25:00.471 GMT-0500,87.532,87.498,0.0008,0.002,
27.01.2020 14:25:01.111 GMT-0500,87.532,87.488,0.0008,0.0008,
27.01.2020 14:25:01.486 GMT-0500,87.532,87.497,0.0008,0.002,
27.01.2020 14:25:02.436 GMT-0500,87.502,87.497,0.0008,0.0008,
27.01.2020 14:25:02.486 GMT-0500,87.502,87.458,0.002,0.002,
27.01.2020 14:25:02.537 GMT-0500,87.512,87.458,0.0008,0.0008,
27.01.2020 14:25:22.317 GMT-0500,87.503,87.457,0.0008,0.002,
27.01.2020 14:25:22.418 GMT-0500,87.542,87.458,0.0008,0.0008,
27.01.2020 14:25:22.519 GMT-0500,87.502,87.458,0.002,0.002,
27.01.2020 14:25:23.075 GMT-0500,87.502,87.448,0.0008,0.002,
27.01.2020 14:25:23.126 GMT-0500,87.502,87.448,0.0008,0.0008,
27.01.2020 14:25:25.440 GMT-0500,87.503,87.457,0.002,0.0008,
27.01.2020 14:25:26.514 GMT-0500,87.502,87.457,0.0008,0.002,
27.01.2020 14:25:27.614 GMT-0500,87.532,87.468,0.0008,0.0008,
27.01.2020 14:25:28.030 GMT-0500,87.533,87.468,0.0008,0.0008,
27.01.2020 14:25:28.258 GMT-0500,87.542,87.468,0.0008,0.0008,
27.01.2020 14:25:28.858 GMT-0500,87.533,87.468,0.0008,0.002,
27.01.2020 14:25:29.264 GMT-0500,87.532,87.478,0.0008,0.0008,
27.01.2020 14:25:29.733 GMT-0500,87.533,87.477,0.002,0.002,
27.01.2020 14:25:29.783 GMT-0500,87.542,87.478,0.002,0.002,
27.01.2020 14:25:30.120 GMT-0500,87.532,87.478,0.0008,0.002,
27.01.2020 14:25:30.257 GMT-0500,87.542,87.478,0.002,0.002,
27.01.2020 14:25:30.480 GMT-0500,87.532,87.478,0.0008,0.002,
27.01.2020 14:25:31.904 GMT-0500,87.532,87.498,0.0008,0.0008,
27.01.2020 14:25:32.635 GMT-0500,87.542,87.488,0.0008,0.0008,
27.01.2020 14:25:34.378 GMT-0500,87.543,87.497,0.002,0.0008,
27.01.2020 14:25:35.206 GMT-0500,87.542,87.477,0.0008,0.002,
27.01.2020 14:25:35.871 GMT-0500,87.542,87.498,0.002,0.0008,
27.01.2020 14:25:36.196 GMT-0500,87.543,87.497,0.002,0.002,
27.01.2020 14:25:36.741 GMT-0500,87.543,87.507,0.002,0.0008,
27.01.2020 14:25:37.162 GMT-0500,87.542,87.477,0.0008,0.002,
27.01.2020 14:25:37.650 GMT-0500,87.543,87.477,0.002,0.002,
27.01.2020 14:25:37.808 GMT-0500,87.542,87.478,0.0008,0.0008,
27.01.2020 14:25:37.858 GMT-0500,87.552,87.518,0.002,0.002,
27.01.2020 14:25:40.768 GMT-0500,87.562,87.517,0.0008,0.002,
27.01.2020 14:25:41.533 GMT-0500,87.562,87.508,0.0008,0.0008,
27.01.2020 14:25:41.864 GMT-0500,87.532,87.498,0.0008,0.002,
27.01.2020 14:25:41.915 GMT-0500,87.532,87.498,0.0008,0.0008,
27.01.2020 14:25:43.601 GMT-0500,87.533,87.497,0.002,0.002,
27.01.2020 14:25:43.991 GMT-0500,87.532,87.487,0.0008,0.002,
27.01.2020 14:25:45.255 GMT-0500,87.533,87.487,0.002,0.002,
27.01.2020 14:25:49.508 GMT-0500,87.532,87.508,0.0008,0.0008,
27.01.2020 14:25:52.510 GMT-0500,87.532,87.487,0.0008,0.002,
27.01.2020 14:25:56.774 GMT-0500,87.513,87.487,0.0008,0.002,
27.01.2020 14:26:06.177 GMT-0500,87.513,87.498,0.0008,0.0008,
27.01.2020 14:26:06.228 GMT-0500,87.532,87.498,0.002,0.002,
27.01.2020 14:26:10.476 GMT-0500,87.532,87.458,0.002,0.002,
27.01.2020 14:26:14.090 GMT-0500,87.532,87.488,0.002,0.0008,
27.01.2020 14:26:14.321 GMT-0500,87.532,87.488,0.002,0.002,
27.01.2020 14:26:16.161 GMT-0500,87.533,87.497,0.002,0.002,
27.01.2020 14:26:17.218 GMT-0500,87.532,87.498,0.002,0.002,
27.01.2020 14:26:23.729 GMT-0500,87.533,87.497,0.002,0.002,
27.01.2020 14:26:24.330 GMT-0500,87.522,87.498,0.0008,0.0008,
27.01.2020 14:26:24.692 GMT-0500,87.532,87.508,0.0008,0.0008,
27.01.2020 14:26:25.635 GMT-0500,87.533,87.507,0.002,0.002,
27.01.2020 14:26:27.160 GMT-0500,87.532,87.508,0.0008,0.0008,
27.01.2020 14:26:27.210 GMT-0500,87.533,87.467,0.002,0.002,
27.01.2020 14:26:27.271 GMT-0500,87.523,87.477,0.0008,0.0008,
27.01.2020 14:26:28.534 GMT-0500,87.523,87.467,0.002,0.002,
27.01.2020 14:26:28.720 GMT-0500,87.522,87.468,0.0008,0.0008,
27.01.2020 14:26:29.033 GMT-0500,87.522,87.478,0.002,0.002,
27.01.2020 14:26:32.831 GMT-0500,87.522,87.498,0.002,0.002,
27.01.2020 14:26:34.129 GMT-0500,87.522,87.497,0.0008,0.0008,
27.01.2020 14:26:34.180 GMT-0500,87.522,87.468,0.002,0.002,
27.01.2020 14:26:34.231 GMT-0500,87.522,87.477,0.0008,0.002,
27.01.2020 14:26:35.175 GMT-0500,87.522,87.477,0.0008,0.0008,
27.01.2020 14:26:35.276 GMT-0500,87.522,87.458,0.002,0.002,
27.01.2020 14:26:36.542 GMT-0500,87.522,87.478,0.002,0.0008,
27.01.2020 14:26:43.758 GMT-0500,87.522,87.478,0.002,0.002,
27.01.2020 14:26:45.364 GMT-0500,87.522,87.467,0.0008,0.002,
27.01.2020 14:26:46.098 GMT-0500,87.523,87.457,0.002,0.002,
27.01.2020 14:26:47.712 GMT-0500,87.522,87.457,0.0008,0.002,
27.01.2020 14:26:48.730 GMT-0500,87.522,87.467,0.0008,0.0008,
27.01.2020 14:26:49.133 GMT-0500,87.512,87.468,0.0008,0.0008,
27.01.2020 14:26:49.515 GMT-0500,87.513,87.457,0.002,0.002,
27.01.2020 14:26:54.289 GMT-0500,87.512,87.468,0.0008,0.0008,
27.01.2020 14:26:54.686 GMT-0500,87.513,87.467,0.002,0.002,
27.01.2020 14:26:55.092 GMT-0500,87.513,87.457,0.002,0.002,
27.01.2020 14:26:56.664 GMT-0500,87.512,87.457,0.0008,0.002,
27.01.2020 14:26:58.305 GMT-0500,87.512,87.477,0.0008,0.0008,
27.01.2020 14:26:58.898 GMT-0500,87.513,87.477,0.002,0.002,
27.01.2020 14:26:59.302 GMT-0500,87.512,87.458,0.0008,0.002,
27.01.2020 14:26:59.353 GMT-0500,87.512,87.458,0.002,0.002,
27.01.2020 14:27:00.725 GMT-0500,87.512,87.468,0.002,0.0008,
27.01.2020 14:27:01.506 GMT-0500,87.512,87.448,0.002,0.002,
27.01.2020 14:27:06.154 GMT-0500,87.512,87.448,0.0008,0.002,
27.01.2020 14:27:06.910 GMT-0500,87.512,87.458,0.0008,0.0008,
27.01.2020 14:27:06.961 GMT-0500,87.512,87.448,0.0008,0.0008,
27.01.2020 14:27:07.941 GMT-0500,87.512,87.448,0.002,0.002,
27.01.2020 14:27:10.798 GMT-0500,87.513,87.467,0.002,0.0008,
27.01.2020 14:27:10.849 GMT-0500,87.512,87.458,0.0008,0.0008,
27.01.2020 14:27:11.310 GMT-0500,87.513,87.457,0.002,0.002,
27.01.2020 14:27:11.921 GMT-0500,87.512,87.447,0.0008,0.002,
27.01.2020 14:27:15.278 GMT-0500,87.513,87.447,0.002,0.002,
27.01.2020 14:27:15.739 GMT-0500,87.512,87.457,0.0008,0.002,
27.01.2020 14:27:15.913 GMT-0500,87.512,87.457,0.0008,0.002,
27.01.2020 14:27:16.420 GMT-0500,87.513,87.457,0.002,0.002,
27.01.2020 14:27:16.876 GMT-0500,87.512,87.448,0.0008,0.002,
27.01.2020 14:27:16.927 GMT-0500,87.512,87.448,0.0008,0.0008,
27.01.2020 14:27:27.791 GMT-0500,87.492,87.448,0.0008,0.002,
27.01.2020 14:27:28.158 GMT-0500,87.492,87.458,0.002,0.0008,
27.01.2020 14:27:28.208 GMT-0500,87.522,87.458,0.0008,0.0008,
27.01.2020 14:27:28.262 GMT-0500,87.502,87.458,0.002,0.002,
27.01.2020 14:27:28.968 GMT-0500,87.522,87.448,0.0008,0.0008,
27.01.2020 14:27:39.665 GMT-0500,87.523,87.447,0.002,0.002,
27.01.2020 14:27:40.775 GMT-0500,87.523,87.477,0.002,0.0008,
27.01.2020 14:27:40.976 GMT-0500,87.522,87.497,0.0008,0.0008,
27.01.2020 14:27:41.196 GMT-0500,87.552,87.497,0.0008,0.002,
27.01.2020 14:27:41.488 GMT-0500,87.552,87.508,0.002,0.0008,
27.01.2020 14:27:43.055 GMT-0500,87.553,87.518,0.0008,0.0008,
27.01.2020 14:27:43.105 GMT-0500,87.562,87.518,0.002,0.002,
27.01.2020 14:27:44.009 GMT-0500,87.562,87.498,0.0008,0.0008,
27.01.2020 14:27:44.227 GMT-0500,87.552,87.508,0.002,0.002,
27.01.2020 14:27:44.278 GMT-0500,87.552,87.498,0.0008,0.0008,
27.01.2020 14:27:44.328 GMT-0500,87.552,87.518,0.0008,0.0008,
27.01.2020 14:27:45.168 GMT-0500,87.553,87.517,0.002,0.002,
27.01.2020 14:27:45.450 GMT-0500,87.553,87.545,0.0008,0.0008,
27.01.2020 14:27:45.500 GMT-0500,87.562,87.547,0.0008,0.002,
27.01.2020 14:27:46.048 GMT-0500,87.563,87.547,0.0008,0.002,
27.01.2020 14:27:46.099 GMT-0500,87.592,87.547,0.0008,0.002,
27.01.2020 14:27:48.475 GMT-0500,87.572,87.518,0.0008,0.002,
27.01.2020 14:27:48.526 GMT-0500,87.572,87.528,0.002,0.002,
27.01.2020 14:27:49.140 GMT-0500,87.632,87.528,0.002,0.002,
27.01.2020 14:27:49.643 GMT-0500,87.592,87.528,0.0008,0.0008,
27.01.2020 14:27:49.693 GMT-0500,87.592,87.488,0.002,0.002,
27.01.2020 14:27:52.666 GMT-0500,87.593,87.487,0.002,0.002,
27.01.2020 14:27:52.873 GMT-0500,87.572,87.518,0.0008,0.0008,
27.01.2020 14:27:57.076 GMT-0500,87.573,87.518,0.0008,0.0008,
27.01.2020 14:27:57.127 GMT-0500,87.632,87.518,0.002,0.002,
27.01.2020 14:27:57.593 GMT-0500,87.593,87.517,0.0008,0.002,
27.01.2020 14:27:58.618 GMT-0500,87.592,87.528,0.002,0.0008,
27.01.2020 14:28:01.729 GMT-0500,87.593,87.527,0.002,0.002,
27.01.2020 14:28:01.929 GMT-0500,87.592,87.507,0.0008,0.002,
27.01.2020 14:28:02.084 GMT-0500,87.593,87.507,0.002,0.002,
27.01.2020 14:28:03.365 GMT-0500,87.592,87.507,0.0008,0.002,
27.01.2020 14:28:17.110 GMT-0500,87.593,87.507,0.0008,0.002,
27.01.2020 14:28:17.160 GMT-0500,87.623,87.527,0.002,0.002,
27.01.2020 14:28:17.675 GMT-0500,87.632,87.528,0.0008,0.0008,
27.01.2020 14:28:18.654 GMT-0500,87.622,87.528,0.0008,0.002,
27.01.2020 14:28:28.761 GMT-0500,87.582,87.527,0.0008,0.002,
27.01.2020 14:28:41.223 GMT-0500,87.583,87.527,0.002,0.002,
27.01.2020 14:28:41.536 GMT-0500,87.582,87.528,0.0008,0.0008,
27.01.2020 14:29:06.878 GMT-0500,87.582,87.547,0.0008,0.0008,
27.01.2020 14:29:07.053 GMT-0500,87.562,87.528,0.0008,0.002,
27.01.2020 14:29:07.103 GMT-0500,87.562,87.528,0.0008,0.0008,
27.01.2020 14:29:07.427 GMT-0500,87.572,87.527,0.0008,0.002,
27.01.2020 14:29:10.982 GMT-0500,87.573,87.527,0.002,0.002,
27.01.2020 14:29:13.541 GMT-0500,87.572,87.528,0.0008,0.0008,
27.01.2020 14:29:18.241 GMT-0500,87.562,87.528,0.0008,0.002,
27.01.2020 14:29:22.083 GMT-0500,87.572,87.528,0.002,0.002,
27.01.2020 14:29:28.106 GMT-0500,87.563,87.527,0.0008,0.002,
27.01.2020 14:29:28.157 GMT-0500,87.573,87.527,0.002,0.002,
27.01.2020 14:29:28.970 GMT-0500,87.572,87.527,0.0008,0.002,
27.01.2020 14:29:35.904 GMT-0500,87.572,87.538,0.002,0.0008,
27.01.2020 14:29:36.023 GMT-0500,87.572,87.538,0.0008,0.002,
27.01.2020 14:29:36.957 GMT-0500,87.572,87.547,0.0008,0.002,
27.01.2020 14:29:37.264 GMT-0500,87.622,87.547,0.0008,0.002,
27.01.2020 14:29:37.393 GMT-0500,87.632,87.548,0.002,0.002,
27.01.2020 14:29:40.673 GMT-0500,87.632,87.558,0.0008,0.0008,
27.01.2020 14:29:41.446 GMT-0500,87.57,87.557,0.0008,0.0008,
27.01.2020 14:29:41.497 GMT-0500,87.562,87.528,0.0008,0.0008,
27.01.2020 14:29:44.453 GMT-0500,87.563,87.527,0.0008,0.002,
27.01.2020 14:29:45.801 GMT-0500,87.582,87.528,0.002,0.002,
27.01.2020 14:29:46.073 GMT-0500,87.583,87.537,0.002,0.0008,
27.01.2020 14:29:46.881 GMT-0500,87.583,87.527,0.002,0.002,
27.01.2020 14:29:47.797 GMT-0500,87.582,87.527,0.0008,0.002,
27.01.2020 14:29:48.927 GMT-0500,87.552,87.528,0.0008,0.002,
27.01.2020 14:29:48.977 GMT-0500,87.552,87.528,0.002,0.002,
27.01.2020 14:29:50.853 GMT-0500,87.543,87.527,0.0008,0.002,
27.01.2020 14:29:55.366 GMT-0500,87.542,87.528,0.0008,0.0008,
27.01.2020 14:30:00.606 GMT-0500,87.542,87.497,0.0008,0.002,
27.01.2020 14:30:01.158 GMT-0500,87.532,87.497,0.0008,0.002,
27.01.2020 14:30:03.064 GMT-0500,87.513,87.497,0.0008,0.002,
27.01.2020 14:30:03.489 GMT-0500,87.502,87.497,0.0008,0.0008,
27.01.2020 14:30:03.539 GMT-0500,87.512,87.477,0.0008,0.002,
27.01.2020 14:30:10.299 GMT-0500,87.523,87.477,0.002,0.002,
27.01.2020 14:30:18.728 GMT-0500,87.532,87.488,0.0008,0.0008,
27.01.2020 14:30:28.098 GMT-0500,87.533,87.518,0.0008,0.0008,
27.01.2020 14:30:28.149 GMT-0500,87.542,87.518,0.0008,0.0008,
27.01.2020 14:30:28.553 GMT-0500,87.543,87.517,0.0008,0.002,
27.01.2020 14:30:31.146 GMT-0500,87.572,87.517,0.0008,0.002,
27.01.2020 14:30:39.031 GMT-0500,87.572,87.527,0.0008,0.0008,
27.01.2020 14:30:41.113 GMT-0500,87.572,87.528,0.002,0.002,
27.01.2020 14:30:41.960 GMT-0500,87.572,87.518,0.0008,0.0008,
27.01.2020 14:30:51.472 GMT-0500,87.573,87.527,0.002,0.0008,
27.01.2020 14:30:51.584 GMT-0500,87.573,87.538,0.0008,0.0008,
27.01.2020 14:30:51.635 GMT-0500,87.632,87.538,0.0008,0.0008,
27.01.2020 14:30:52.059 GMT-0500,87.602,87.538,0.0008,0.0008,
27.01.2020 14:30:52.110 GMT-0500,87.632,87.537,0.0008,0.002,
27.01.2020 14:31:00.127 GMT-0500,87.573,87.537,0.0008,0.002,
27.01.2020 14:31:02.948 GMT-0500,87.572,87.547,0.0008,0.0008,
27.01.2020 14:31:03.702 GMT-0500,87.563,87.537,0.0008,0.002,
27.01.2020 14:31:03.752 GMT-0500,87.572,87.538,0.002,0.002,
27.01.2020 14:31:07.272 GMT-0500,87.572,87.547,0.0008,0.0008,
27.01.2020 14:31:07.735 GMT-0500,87.578,87.558,0.0008,0.0008,
27.01.2020 14:31:07.785 GMT-0500,87.632,87.558,0.002,0.002,
27.01.2020 14:31:07.929 GMT-0500,87.623,87.557,0.002,0.002,
27.01.2020 14:31:08.049 GMT-0500,87.632,87.548,0.002,0.002,
27.01.2020 14:31:08.197 GMT-0500,87.632,87.558,0.0008,0.0008,
27.01.2020 14:31:08.454 GMT-0500,87.622,87.558,0.0008,0.002,
27.01.2020 14:31:08.555 GMT-0500,87.622,87.568,0.0008,0.0008,
27.01.2020 14:31:18.585 GMT-0500,87.622,87.558,0.0008,0.0008,
27.01.2020 14:31:19.820 GMT-0500,87.593,87.557,0.0008,0.002,
27.01.2020 14:31:23.889 GMT-0500,87.583,87.527,0.0008,0.002,
27.01.2020 14:31:23.939 GMT-0500,87.632,87.528,0.0008,0.0008,
27.01.2020 14:31:28.107 GMT-0500,87.593,87.527,0.0008,0.002,
27.01.2020 14:31:28.296 GMT-0500,87.592,87.517,0.0008,0.002,
27.01.2020 14:31:28.346 GMT-0500,87.592,87.517,0.0008,0.002,
27.01.2020 14:31:29.071 GMT-0500,87.592,87.528,0.002,0.0008,
27.01.2020 14:31:29.924 GMT-0500,87.592,87.518,0.002,0.002,
27.01.2020 14:31:31.345 GMT-0500,87.583,87.527,0.0008,0.0008,
27.01.2020 14:31:31.693 GMT-0500,87.592,87.527,0.0008,0.002,
27.01.2020 14:31:31.744 GMT-0500,87.583,87.527,0.002,0.002,
27.01.2020 14:31:32.291 GMT-0500,87.582,87.527,0.0008,0.002,
27.01.2020 14:31:32.689 GMT-0500,87.592,87.517,0.0008,0.002,
27.01.2020 14:31:33.018 GMT-0500,87.592,87.528,0.002,0.0008,
27.01.2020 14:31:34.697 GMT-0500,87.592,87.518,0.0008,0.002,
27.01.2020 14:31:34.748 GMT-0500,87.592,87.518,0.0008,0.0008,
27.01.2020 14:31:38.341 GMT-0500,87.573,87.517,0.0008,0.002,
27.01.2020 14:31:40.059 GMT-0500,87.572,87.518,0.0008,0.002,
27.01.2020 14:31:40.110 GMT-0500,87.592,87.518,0.002,0.002,
27.01.2020 14:32:00.037 GMT-0500,87.582,87.518,0.0008,0.002,
27.01.2020 14:32:00.202 GMT-0500,87.603,87.537,0.002,0.002,
27.01.2020 14:32:00.969 GMT-0500,87.602,87.528,0.0008,0.002,
27.01.2020 14:32:01.020 GMT-0500,87.602,87.528,0.0008,0.0008,
27.01.2020 14:32:01.111 GMT-0500,87.603,87.537,0.002,0.0008,
27.01.2020 14:32:01.337 GMT-0500,87.602,87.537,0.0008,0.002,
